y,x1,x2,x3,x4,x5,x6,x7 
0,7.89379655,-1.611707484,0.220893623,1.282688334,0.083017574,AA,D
0,-0.269895785,-1.725285224,0.414155518,0.859461136,0.504241541,R,D
1,6.659622079,-1.315298867,1.54322487,-1.988684052,0.017159189,R,D
1,-0.930469582,-2.039240755,0.49404568,2.430383237,0.085782797,R,C
1,9.007178089,-1.573557538,0.7390839,-0.114454908,0.442456078,AA,C
0,2.842756532,-1.977881286,0.230304635,-1.08072239,0.337529771,R,D
0,1.450737348,-1.450472469,1.147539967,2.355148661,0.30660016,AA,D
0,2.910989831,-1.891058435,1.354547158,1.354095759,0.007794139,R,D
1,-0.590112884,-1.72451797,0.622747565,-0.154826867,0.296073073,R,C
0,5.310839946,-1.55798812,0.560400618,-2.015016862,0.271964012,AA,A
0,1.535404856,-1.894780499,0.672093949,0.925692017,0.460949872,R,B
0,11.08037624,-2.570206844,0.374159798,0.49268433,0.49623596,R,C
0,1.632831409,-2.236880639,0.220837559,-3.546618627,0.498145834,R,D
1,-4.686451269,-2.076288739,0.609400469,-0.293000948,0.548831411,R,C
0,2.320956371,-2.125470566,0.314603783,-1.551911229,0.124736218,R,D
1,-1.085931687,-1.787795093,0.33920815,2.252185454,0.303389503,R,C
1,1.277765015,-2.166705975,0.65160013,-0.080319279,0.070580976,R,C
1,4.338055066,-1.608111816,1.320785596,0.172109504,0.166725433,R,D
1,4.360316202,-2.03312681,2.208178918,0.598653865,0.030347431,R,B
0,8.642098162,-1.201899439,0.21318191,-0.367920479,0.062634928,AA,C
1,-2.202267009,-2.070053263,0.226133382,-1.550653193,0.284930899,R,D
0,5.399279728,-2.175414024,0.622961366,-0.052483922,0.185963927,R,C
1,-4.179970293,-1.608014804,0.613774876,-0.657612704,0.046360116,R,C
0,3.543499965,-2.364895442,1.293774154,2.997433789,0.238629886,R,C
0,5.523130494,-2.080327708,0.423390744,0.889169129,0.508908518,R,C
0,2.452380922,-2.024133892,0.418241834,0.240553872,0.158498449,R,D
1,-3.199151465,-2.042223313,0.691807277,-0.365048251,0.545128999,R,D
1,-1.71930824,-1.523196886,0.868131849,2.285344815,0.186962196,R,D
0,3.145365677,-1.392223886,0.767711316,0.307758301,0.273286175,R,C
0,4.476360003,-2.134412414,1.2557757,-1.877329232,0.015741342,R,D
0,-2.554610074,-1.690064124,0.250451444,1.568487191,0.068147044,R,C
1,-6.734933936,-2.164226208,0.959226447,-1.078788535,0.123223303,R,D
0,8.475476196,-2.02881274,0.618476135,-2.057684829,0.294324049,R,A
0,3.114241777,-2.241401588,0.49299338,-0.106451107,0.434173357,R,B
0,3.270030413,-1.922980156,1.524808536,-0.213606359,0.000304298,R,B
1,3.838472551,-2.758314188,1.967941036,0.799011974,0.221522773,R,B
0,6.166763031,-1.992729619,0.258255731,-0.786552201,0.038622007,R,C
0,1.122059854,-1.670858498,0.337281659,1.007983648,0.220805728,R,C
0,6.365873905,-1.233949139,0.59215017,1.557062035,0.141475191,R,C
0,5.596907183,-1.535918824,0.25564498,1.587336705,0.324722511,AA,C
0,4.950170901,-1.572635784,0.6047119,1.914872372,0.310301912,R,D
0,2.109264029,-2.187827858,0.443128377,0.223317635,0.369253555,R,B
0,6.16614869,-2.493354934,0.664238128,2.627307376,0.290455596,AA,D
0,7.305882605,-1.7183762,0.440674394,2.087551982,0.404021188,AA,D
0,-0.062097354,-1.826929466,0.466466514,-0.890713129,0.468398746,R,B
0,4.330205657,-2.641121262,0.71823057,-1.493777078,0.569094181,R,D
0,2.728343566,-1.903779093,0.472397791,-0.240045366,0.508509424,R,B
1,0.636908187,-1.660220043,0.309598601,-0.045059346,0.10061296,AA,C
1,0.44208155,-2.844443001,0.456631483,-1.078093424,0.26979125,R,B
0,2.503676466,-1.634295551,0.781937788,-1.662526707,0.106313035,R,D
0,6.768182807,-2.268691118,0.333608578,-1.283277545,0.194744865,R,C
0,5.685610654,-1.903233507,0.303335528,0.490141718,0.430783444,AA,B
1,1.022409349,-2.067962467,0.902202285,-0.373528466,0.269963819,R,C
0,5.308572003,-2.111186294,0.609049273,-1.0916838,0.105066808,R,A
0,3.807768011,-1.758599889,0.400443459,-0.254136367,0.002401689,AA,C
1,-5.166980346,-2.293411934,0.18402088,1.552089818,0.115620024,R,D
0,7.462112692,-2.370776567,0.313472457,0.048703562,0.174658057,R,A
0,9.656569616,-1.924639677,0.345844507,0.130203609,0.081520639,R,C
0,3.139250849,-1.998300699,0.926364538,-0.174809831,0.373442121,R,B
0,6.073907914,-2.366430973,1.04901606,0.477507901,0.031636635,AA,D
0,1.054865046,-2.932490375,0.266634261,0.435175217,0.150864299,AA,D
0,4.333958021,-2.077439988,0.497736962,-0.831830081,0.09810258,R,D
1,-1.802552353,-1.399960473,0.444937052,0.448827251,0.198072485,R,D
0,5.629097772,-2.224262411,0.631669054,1.793240241,0.166621623,R,C
0,-0.90690404,-1.835538883,0.672501901,1.35496272,0.494672732,R,C
1,-2.803563193,-2.829622731,0.226132177,0.426899624,0.098243145,R,C
0,5.301509862,-2.014092582,0.888613999,-0.160240132,0.311264526,R,C
0,4.344357988,-1.935179533,1.194110307,-0.125613516,0.312948411,R,D
0,2.434077423,-2.371638376,0.638853043,-0.740971038,0.504495363,R,C
0,8.433314504,-1.921031503,0.326563304,-1.301607611,0.148671239,AA,B
0,4.319390707,-2.335989576,0.308049836,-4.016269014,0.217323505,R,D
0,7.068070028,-1.928809568,0.277555797,-0.137314766,0.070002844,AA,B
0,1.954300058,-2.214061585,0.602745047,-0.556013348,0.131255901,R,C
1,5.265102794,-1.421620866,1.015501519,0.584730584,0.121185237,R,C
0,6.501014479,-2.198341116,0.755144838,0.535519467,0.130259127,AA,D
0,6.909720058,-2.248201221,0.236925223,-0.903005083,0.128420342,AA,D
0,5.91177748,-1.748806155,0.574551558,0.699150042,0.410151752,AA,D
0,2.606581694,-2.184102448,0.832183539,-1.256971401,0.496430469,R,B
1,10.42135,-1.953374292,1.863697288,-1.40866963,0.358292118,R,C
1,-5.220277617,-1.380590037,1.003049241,-0.695277685,0.187604838,AA,C
0,3.662284427,-1.944158418,0.601671122,3.102231817,0.081045631,R,D
1,5.817866173,-1.192567802,1.278849301,0.621442105,0.494413231,R,D
1,-0.691979978,-1.779367168,0.400509324,0.341866629,0.169275164,AA,C
1,-2.276210222,-2.404589429,1.295328452,0.278252902,0.172418825,R,D
0,1.12635771,-1.781739008,0.574422813,1.464757048,0.226283418,R,C
1,-2.226712563,-1.521025177,0.413826899,-0.155761221,0.395927594,R,C
0,0.64482296,-2.41957562,0.693087752,0.043891856,0.078165168,AA,B
1,-0.149670779,-2.241989663,0.895130273,0.061966374,0.037528295,R,C
0,5.885140789,-1.638988783,0.964445529,-1.946389304,0.097426983,AA,D
0,2.883327213,-2.711243269,0.191225156,0.380855729,0.060756899,R,D
0,0.324136771,-1.98761909,0.799241693,0.204997183,0.527309145,R,B
1,-1.458121086,-1.88160011,0.300711247,-0.652384953,0.070448849,R,C
1,5.074115051,-1.454483528,0.442051283,0.214146986,0.111667737,R,D
0,2.690339749,-2.172731829,0.807168934,-0.822042478,0.204113497,R,C
0,-0.440921873,-2.649116435,0.454107791,0.90907042,0.48242454,R,D
0,5.520558893,-2.197079578,0.958902262,1.669902217,0.184404544,R,D
0,4.337733081,-2.387115204,0.708357515,-0.916215225,0.061307082,AA,C
0,1.576113036,-2.121569743,1.302611581,-1.34195628,0.275262959,AA,D
0,4.389750783,-1.861385795,0.415298616,0.407605906,0.030177771,R,C
1,-1.446768025,-2.525526514,0.19273146,-0.712615186,0.591688086,R,B
0,7.159916805,-1.856767783,0.310009455,1.747777527,0.2969851,R,C
0,0.042509065,-2.276428969,0.283923867,1.759004906,0.196821866,AA,B
0,4.700053399,-1.844071732,0.771612294,0.542320089,0.056991707,R,D
0,3.344316486,-2.076292116,0.648876487,-1.049267977,0.217214912,R,C
0,4.453103905,-1.794971369,0.400763468,-1.171730125,0.070406068,AA,D
0,0.889205213,-1.988163571,0.9875944,1.490851972,0.2222279,R,B
1,-3.501327966,-1.903491418,1.0927669,0.02889887,0.1059118,R,B
0,4.019662949,-1.947205162,0.103613033,-0.001466357,0.113706811,AA,D
0,4.203251834,-1.789310566,0.826797553,0.127799961,0.122364117,R,C
0,4.220138809,-1.674849143,0.505657344,-1.229952761,0.591295745,R,C
1,11.20443171,-2.060213477,1.241077479,-1.452464241,0.113349593,R,D
1,6.916617427,-2.345231336,1.48950931,0.759634525,0.089810131,R,C
0,2.316945959,-1.725351722,2.065379585,-1.534583527,0.603748544,AA,D
0,6.962903752,-1.84216959,0.071890424,-0.516489842,0.194183521,R,C
0,4.867517832,-2.348775264,0.934299798,1.32585476,0.288738606,R,C
0,2.573367508,-2.453516592,1.635462494,0.508114214,0.334961153,R,C
0,4.249391365,-1.847038142,0.423557122,1.661962925,0.016668227,R,B
1,-0.552318335,-2.830514687,0.92668076,0.037751825,0.541147299,AA,D
0,2.291297932,-2.234371976,1.11822724,0.05572646,0.308816168,R,B
0,3.963674737,-2.661778616,1.095677983,1.423357144,0.161152307,R,C
0,0.866216462,-2.260245694,1.731118117,0.410746385,0.012096157,R,C
1,-0.121555508,-1.996709352,0.405759611,-0.046234148,0.173353527,R,A
0,1.3022047,-2.173344503,1.191003707,0.152721392,0.084414119,R,C
0,1.744538787,-2.444307295,1.052355623,-0.674347355,0.140171343,R,D
0,6.011887861,-1.695198527,0.816809717,1.194162068,0.026541448,R,D
1,0.702660833,-1.75509022,1.273253023,-1.537535465,0.251649384,AA,B
0,4.150672495,-2.068103723,0.926000933,-0.789775782,0.344724241,AA,D
1,7.88466784,-1.724293546,1.032401323,-0.655882756,0.010260539,AA,D
1,-2.821532076,-2.054863902,0.32332703,-1.484256568,0.812989283,AA,B
0,3.37046776,-2.330267721,0.148962417,-0.388569303,0.181975308,R,D
0,1.23201468,-2.532022378,0.367009706,0.352143908,0.53998746,R,D
0,-0.430482119,-2.072682685,0.201654713,-1.669983542,0.528742914,R,D
0,9.267726581,-1.993997075,0.591734661,-2.285825818,0.218621906,R,C
0,-0.068424128,-3.367526014,1.072699585,-0.226319022,0.090743139,R,C
0,3.960502195,-2.222069793,0.121229244,-0.03615458,0.071234287,R,D
0,7.137212138,-1.965344575,0.469935903,-2.244292706,0.095948817,R,C
0,6.394564172,-2.260084476,0.152788835,-0.113831414,0.172835702,AA,C
0,6.078979362,-1.936125432,0.196064296,1.15881214,0.507888016,R,B
0,13.56966782,-1.645878286,0.355514192,-1.196623277,0.528945175,R,D
0,0.90489485,-2.679110373,1.388315037,0.427027716,0.584237457,R,D
0,2.479527985,-1.720545857,0.79853408,-2.060165683,0.159631379,R,D
0,9.924589743,-1.753914996,0.260755032,-1.176393078,0.419736192,R,C
0,5.54599485,-1.917025461,0.343093907,-0.42873609,0.573919506,R,C
1,4.025223094,-1.176037214,0.76830361,0.495977728,0.125559264,R,D
1,-3.654298399,-2.186362966,0.971652744,0.773648226,0.143327142,R,C
1,0.180265684,-2.618404308,1.111180379,0.646084926,0.26034389,R,B
1,1.38981585,-1.805012632,0.721425536,0.363936519,0.020218795,R,C
1,-0.014784903,-1.463828992,0.201250921,1.286558811,0.329606621,R,D
0,4.864262273,-0.881131229,0.594368918,2.966130205,0.146691794,AA,D
1,8.757413331,-2.400726217,1.263276928,0.877731084,0.206914879,R,C
0,-2.574213296,-1.830923502,0.723639905,-0.725005678,0.439771288,R,C
1,-2.255608411,-2.063954919,0.932826537,-0.100003424,0.40930798,AA,C
0,6.092454306,-2.290998184,0.298257288,0.56724583,0.191295587,R,D
0,8.148619945,-1.795220428,0.320398698,0.203007909,0.217127013,AA,B
0,-0.029354528,-2.064793157,0.538097708,-0.005713952,0.631320356,R,C
1,-8.860516,-1.694240126,0.245100547,-0.780864368,0.146283059,R,C
0,7.587616672,-2.001993192,1.071756457,-0.358175158,0.044743634,R,D
0,6.654530038,-1.646400322,0.634076275,-0.026377067,0.325278664,R,C
0,2.711701398,-2.544898736,0.204146658,0.11371114,0.267773748,R,C
1,14.62344379,-2.057622378,0.729499361,0.691576734,0.471879319,R,D
1,8.85720053,-2.799401164,1.491494639,-0.175395686,0.233669469,R,B
0,6.076156449,-2.26131628,0.807694585,1.731652247,0.053801929,AA,D
0,7.993886734,-1.876844296,0.642134106,-0.210699005,0.229905681,AA,B
0,7.028773251,-1.438783398,0.46751163,0.19837104,0.082375649,R,C
1,1.101715442,-2.025542395,0.33236235,0.198174872,0.083568331,R,C
0,2.527588155,-2.052773989,0.496441751,4.200369053,0.196822958,R,D
0,2.662717586,-1.41557361,1.343119463,1.124336883,0.554193456,R,C
0,1.708530492,-1.425820586,0.403721391,0.063036985,0.339035227,R,C
1,3.194405634,-1.931865539,1.490423426,-1.396454573,0.295897508,R,D
0,8.443409525,-2.233989641,0.395282674,1.508319853,0.338460263,R,D
1,-2.635774382,-2.553586563,0.485757956,1.23772695,0.039534183,R,C
0,0.54486714,-2.47989023,0.696465302,-1.863768185,0.754184338,R,B
0,3.564398689,-2.219590627,1.655332847,-0.57918644,0.003510542,AA,C
1,-3.834079531,-2.303809203,0.839529962,0.58853551,0.167972878,R,C
0,5.172785356,-3.075130406,0.488587985,-1.993733703,0.069904644,R,C
0,3.486666075,-1.385674342,1.001399284,-1.162497929,0.26392665,AA,C
1,2.34064688,-2.174185904,0.282079919,-0.643306931,0.661754704,R,C
1,1.418319362,-2.124858022,0.442011653,-2.578631756,0.010062623,R,D
0,10.04790926,-1.79898782,0.6152963,0.990190678,0.31957539,AA,C
0,2.366319709,-1.599124805,0.509455325,-2.216308616,0.448253723,R,B
1,-3.103489517,-2.839732556,0.497929394,-1.812709822,0.602270798,AA,D
0,2.460550778,-1.905684452,0.212994436,1.650310889,0.290802699,R,B
1,-3.365675515,-1.772339033,0.487261748,0.287361728,0.131182216,R,D
1,-2.619149204,-2.327807886,0.791459645,-1.093248161,0.14325705,R,B
0,0.094389134,-2.306706275,1.587136975,0.493169767,0.012900772,R,D
1,-3.540530944,-1.618698645,0.255934888,-0.504552705,0.294832727,AA,B
0,5.113655761,-2.401039529,0.614963999,3.118065852,0.228381424,R,C
0,1.181553011,-2.152587091,0.636960753,-0.352607356,0.194105604,AA,D
0,3.27273066,-1.554886004,0.832931058,1.139521802,0.292172036,AA,C
0,0.772793783,-2.172473612,1.68417573,0.150160237,0.590409103,R,D
0,4.141556582,-3.041518292,0.88459134,-2.01665496,0.188357339,R,C
0,2.705003789,-1.851665289,1.163828661,1.330142863,0.137982963,R,C
0,6.070840145,-2.628593836,1.024770673,-0.460802845,0.220179704,R,D
0,4.040593855,-1.414663619,0.391346406,-0.22574333,0.317795513,R,D
0,0.693606112,-1.824484757,1.514000995,-0.713037594,0.241673942,AA,C
1,8.244561814,-1.737451578,1.227701319,1.784493673,0.432576031,R,C
0,4.304995776,-2.222917278,0.352987484,0.772859098,0.120296054,R,D
0,1.629113589,-2.701581327,0.904360488,0.805714673,0.677721828,R,C
0,2.575461156,-1.907163393,0.575238184,1.636970988,0.067213514,R,C
1,10.5759214,-1.155444706,0.654472144,-0.1154499,0.189771022,R,B
0,5.976763784,-2.226748246,0.457934437,-0.184216286,0.115757678,R,D
0,1.399799653,-2.196156267,0.613726759,-0.053721022,0.325971572,AA,D
1,11.65794939,-1.457579282,0.906645063,1.930360053,0.265319051,R,B
0,2.722347431,-1.732480852,0.351217892,0.639844138,0.445929025,R,C
0,6.770571403,-1.86759749,0.472862342,0.526908128,0.365447448,R,B
1,-1.201308487,-1.952908324,0.926810964,-0.779099126,0.425585276,R,C
0,9.785449594,-1.426446909,0.414842808,0.930087176,0.123207286,AA,C
0,6.196148084,-2.112919763,0.315967735,-1.206766569,0.012263454,R,C
0,6.263183499,-2.11454488,0.940078183,0.863956852,0.368622755,AA,B
0,4.382530181,-1.530267778,0.680008863,-0.522473772,0.003635418,R,C
0,1.536818348,-2.132849313,0.79916694,0.603431513,0.08755836,R,D
0,4.181704693,-2.441549978,1.108063181,1.318531947,0.742342378,R,D
0,1.676760181,-1.638150245,0.516371458,1.1697639,0.277675034,R,C
0,2.062810296,-1.963312787,0.489020108,1.176028372,0.410124229,R,D
0,6.229221035,-2.159801879,0.436613049,0.22527122,0.188074303,R,D
1,-1.402496217,-2.082555063,0.983853728,-0.336257858,0.443614021,R,D
0,8.124457125,-1.459909867,0.430989059,-0.457777692,0.352480863,R,C
0,9.143247512,-2.327752356,0.835997236,1.533427624,0.327962072,R,C
1,6.925109761,-2.554876538,1.632372444,1.331250748,0.077993608,R,D
0,3.935081976,-2.318971925,0.663565147,0.002875148,0.25706502,R,C
0,6.051197901,-2.63276785,0.97601789,-0.022203875,0.049235416,R,C
0,6.686275017,-2.30479623,0.65355662,-0.467481668,0.28046542,R,D
1,-3.021090585,-2.929061676,0.805780482,0.470269817,0.099882633,R,D
0,5.427090658,-2.049332856,0.261350403,-0.049099024,0.050566486,R,D
1,-1.470385453,-2.176649691,0.48376917,-0.001415165,0.05706269,R,A
0,8.768372569,-2.131357994,0.592465035,0.615845634,0.119602952,R,C
0,5.759093393,-1.549802581,0.325691141,1.323211571,0.179739638,R,C
1,5.375611228,-2.318954365,1.930833116,-0.417166129,0.174081617,R,D
1,-1.79650819,-2.7100916,0.681897396,-1.493382892,0.252858413,R,D
1,-0.066685957,-2.114948484,0.407246221,0.089799196,0.042464187,R,C
0,-0.764312138,-1.493858681,1.366622175,0.382948049,0.078821617,R,D
0,2.835560979,-1.503002776,0.726000185,0.121109029,0.030039766,R,C
1,1.131031615,-1.912417561,1.161104097,3.498977266,0.394500915,AA,C
0,5.787162197,-2.24290198,0.926634188,0.652228224,0.288227315,AA,C
0,13.53002887,-2.166856348,0.619829514,1.251385684,0.098685368,R,B
0,5.994719536,-2.139442135,0.817134368,1.697968732,0.910621489,AA,D
0,1.427218576,-1.70595922,0.594799663,1.17624248,0.483175456,R,C
1,3.104617755,-1.7318677,1.18532004,1.187034182,0.534855565,R,B
0,-0.970245673,-1.278937618,0.906683893,1.532213778,0.343676911,R,B
0,3.410713505,-2.056509269,0.586960854,-0.424222778,0.134782191,R,C
0,7.466632724,-2.317634901,0.793480974,0.069565633,0.386463285,R,B
1,-1.228132052,-1.785731263,1.021997213,1.528047119,0.031999623,R,C
0,5.666740612,-2.9672728,0.275100873,0.015399894,0.110696782,R,D
1,-5.542734987,-2.627939329,0.978918231,1.011145092,0.23213336,AA,C
0,5.016351465,-1.848113944,0.927261474,-0.226585746,0.01429286,R,D
0,1.531362989,-2.115965525,0.421900648,0.852996753,0.152230492,R,D
0,-0.554432862,-1.743938172,0.980502928,-1.326892503,0.416343309,R,D
0,-2.357482495,-1.147303914,0.56702603,0.638723241,0.057233166,R,B
1,4.710020333,-1.711585512,0.976092042,-1.58469279,0.054323305,AA,C
1,9.761567544,-2.297439696,1.343765512,1.429221489,0.048340138,R,C
0,6.069798615,-1.556150482,0.400306433,-0.912830287,0.227512527,R,C
0,3.060064254,-2.378961182,0.587539714,0.153873721,0.449666821,R,A
0,3.389664299,-2.048578871,0.555677503,0.019302988,0.644886659,R,C
0,1.767029044,-1.981899343,0.942070805,1.037185006,0.223386627,AA,C
0,4.566102888,-1.842918164,0.8166509,0.130621289,0.116156017,R,D
0,4.254875808,-1.884702124,0.099965099,0.024386531,0.010611893,R,C
0,6.438353833,-2.027699923,0.245657695,0.929970987,0.022166119,AA,C
0,6.205888771,-2.862299368,1.088536666,-1.111868418,0.222503317,R,D
1,-1.445424141,-2.01988358,1.511252599,0.533213623,0.480689978,R,C
0,6.093020869,-1.706635953,0.501835081,2.22318099,0.246955893,R,B
0,2.683917119,-2.088572224,0.768731703,-0.985968516,0.099038521,AA,C
0,5.400244739,-2.360648719,0.567023941,0.908430504,0.867190867,R,C
0,1.294588889,-1.81544286,0.450662232,0.164165654,0.233071537,R,D
1,-3.359862044,-2.020699637,0.284776007,-0.125909561,0.458437885,R,D
1,-4.604748789,-1.940332386,1.8005155,0.525378094,0.076505132,AA,D
1,-5.71401691,-1.330908417,0.611786541,0.705027799,0.047078691,R,B
0,5.03322729,-1.777788718,0.556081622,-1.212145283,0.480025748,R,D
1,-1.610655994,-2.500388031,1.133023152,-1.300205436,0.194236222,R,C
0,3.682247544,-1.689211751,0.879257339,0.582316258,0.020082956,R,D
0,4.862424083,-2.246024697,0.33312597,-2.723340678,0.176564255,R,C
0,1.949256415,-1.346740135,0.811676154,-0.738628955,0.122296778,AA,C
1,-2.624587254,-2.329915454,0.623310872,-0.231305327,0.553239396,R,D
0,2.451750141,-2.33476863,0.167441356,-0.971046925,0.403287115,R,D
0,5.376107152,-2.110097477,0.546273237,-1.463207223,0.408309782,R,D
0,1.609448963,-1.917857447,0.10905055,-9.45E-04,0.08596726,AA,B
0,4.86334735,-1.969593685,0.924002123,0.755374205,0.352743488,R,C
0,1.560998172,-2.17108417,0.474531855,-0.164787571,0.351401743,R,D
0,8.98443086,-1.617361216,0.483075237,1.497277169,0.103930735,R,C
0,4.818656262,-2.350953805,0.577135036,0.526526598,0.139718862,R,C
1,-3.758914017,-2.095389595,0.321260953,-0.801683477,0.03879016,R,D
1,1.027203675,-1.585329537,0.374222928,1.721706156,0.195567385,R,D
0,1.95652248,-1.664208225,1.008482273,1.152401766,0.491533987,R,B
0,3.219345211,-1.806909916,1.060702514,-1.280372676,0.15600979,R,D
1,-4.260737049,-1.456969321,1.081316524,-0.692090058,0.395749262,R,B
0,6.578699788,-2.360517822,0.4204873,0.857198954,0.11562946,R,C
0,0.384795602,-1.395233123,0.943171538,-1.476518872,0.109637677,AA,D
0,0.46212226,-1.878381389,0.476322433,0.990547371,0.02462086,R,D
1,5.073124253,-1.041871039,0.429593482,-0.475254502,0.047746319,R,C
0,3.362946449,-2.120823428,0.339503902,0.447779786,0.222196677,AA,D
0,9.705676591,-1.923857081,0.312095291,-0.653256283,0.035513321,R,C
1,-6.253651228,-2.265545947,0.944594229,0.891091014,0.140962826,R,C
1,8.780630169,-1.493718075,2.321674732,-0.51479379,0.185619088,AA,D
1,-3.258653274,-2.007597481,1.465062359,-0.404772149,0.110778853,R,B
0,1.555456835,-1.977366104,1.085431316,-0.995331889,0.183864696,AA,B
0,5.734034351,-1.343231188,0.307968462,-0.479336436,0.443897207,R,C
1,0.616332236,-2.50535319,0.355603367,1.980599974,0.279211899,R,C
0,7.459532094,-2.19106778,0.827340836,0.492383791,0.07777649,R,C
0,7.002227336,-2.387243077,0.39046651,0.532934766,0.445705789,R,D
0,3.306114953,-1.821639142,0.235881381,0.177209124,0.290795543,R,C
0,-0.942545571,-2.375631736,1.726892641,-0.325520887,0.207760039,R,C
0,3.518916055,-2.212198808,0.266420478,1.048802816,0.028882609,R,D
0,0.745633659,-2.489861607,0.909764494,-0.686941378,0.035568946,AA,D
1,-1.615975979,-1.769959563,1.05893456,-0.202329067,0.020015696,R,C
1,5.605810416,-1.916482055,1.453947436,2.273252291,0.355824657,R,C
0,10.89617999,-2.481697072,0.113108228,0.004702667,0.0047326,R,C
1,0.144798268,-1.49419737,0.478372058,-0.38053896,0.086048642,R,B
0,5.632842367,-2.287660995,0.84530318,0.22358904,0.37890006,R,D
1,-3.044408145,-1.909786994,0.525352378,0.633590788,0.431838332,R,B
0,0.65119621,-2.195348587,0.309321728,-1.561775864,0.092501395,R,B
1,5.058817431,-1.810397649,1.243523039,-0.075580463,0.174262577,R,D
0,2.051253158,-2.287200844,1.158736517,0.772694641,0.217210537,R,C
1,-5.928418314,-1.403921705,0.398901013,1.749910617,0.119067744,R,C
0,7.705005238,-2.560056328,0.389521889,1.92314617,0.125988257,R,D
0,2.029073927,-1.811151993,0.368398987,0.432429268,0.054069922,AA,D
0,0.589992713,-2.465142538,1.950348478,0.845143035,0.501834455,R,C
1,-0.859399912,-0.739341478,1.110547671,0.053484609,0.049590857,R,C
0,11.39317189,-1.715357872,0.331127727,-1.469671596,0.44408004,R,D
0,6.707434076,-2.74441291,0.452497506,-0.843933644,0.105486478,AA,D
1,-3.190731199,-2.099004655,1.336423272,-0.26135332,0.051445703,R,D
0,5.437703237,-2.324606843,1.373061259,-0.867718073,0.110724751,R,D
0,5.095718174,-1.388368724,0.887337159,-1.145809572,0.429404809,AA,C
1,2.052280234,-1.090192184,1.073377212,1.614347673,0.314501675,R,C
1,0.810378025,-1.895162676,0.433537764,0.989066151,0.069075431,AA,C
0,7.978329034,-2.86343696,0.603408965,1.236117193,0.091597548,R,C
0,6.197499323,-1.715408064,0.648626919,-0.183199204,0.127927531,AA,D
0,7.602588824,-1.943576295,0.297308459,-2.174711335,0.188930107,R,C
1,1.352247685,-2.846343279,0.450138899,0.6837378,0.237157817,AA,D
0,2.045656916,-1.886502442,0.393451106,-0.347548478,0.015641343,R,B
1,-3.700226492,-1.883415207,0.22456162,1.372509664,0.052557679,AA,D
0,-0.141551964,-2.01660025,0.956663617,1.223370115,0.37886275,R,A
0,3.594888626,-2.608016276,0.616991184,0.381782161,0.06128418,R,D
0,10.30193661,-1.177268965,0.263824345,-1.638088769,0.251663538,AA,C
0,12.35088917,-2.017163098,0.489448959,-0.438006454,0.172425802,R,C
1,1.339108692,-2.218730353,0.752181519,1.579621292,0.76031761,R,C
1,4.42584143,-1.954918352,1.621007706,1.310656796,0.259638554,R,C
1,-2.46090139,-2.935853825,0.51641938,-0.712941821,0.352166834,R,C
0,7.234989569,-1.823342205,0.362600202,0.696056289,0.15198753,R,D
0,8.1582492,-1.625834037,0.673570295,0.14600154,0.222465699,AA,B
1,0.157372468,-2.181030393,0.067200132,1.604239747,0.035155964,AA,C
1,1.2977496,-1.973790674,0.578242298,-0.387193818,0.037245162,R,D
1,-1.190690238,-2.154071598,0.630179039,0.422449426,0.318153868,R,B
0,6.20086472,-2.288150797,0.176247609,-0.061967968,0.061394008,R,C
0,1.756284753,-1.964278189,1.015142528,0.43624476,0.348383834,R,B
0,6.102770428,-1.836531061,0.54402499,0.577481094,0.379636628,R,D
1,-2.140807582,-1.872288065,0.562052866,-1.287295853,0.09929143,R,D
0,1.809094817,-2.070616176,1.128550676,-0.428622862,0.105347285,R,C
0,3.388162952,-1.781226513,0.861788547,0.748698759,0.191437377,R,D
0,4.722321425,-1.492013107,0.668950983,-2.066057721,0.218606951,R,C
1,1.172604527,-2.494289725,0.762323505,-0.194260619,0.079939898,R,A
0,6.857332185,-2.064300417,0.52022186,-0.017771461,0.073565169,R,B
0,3.858669207,-1.812541804,0.59282769,-0.357803052,0.119116941,R,B
0,0.129301204,-2.577134549,0.185924066,0.921438997,0.195457145,R,A
1,-4.037956431,-2.301672354,0.564711477,-1.724870397,0.432969765,R,C
0,9.32574632,-2.835782972,0.837207985,0.028728459,0.109170277,R,D
0,-0.6723947,-2.730947568,0.589993766,-0.246760556,0.040000832,R,B
1,-2.48766332,-2.273216056,0.769513556,-0.382514802,0.205275438,R,C
0,4.421095843,-3.021634532,1.363514111,-0.34532732,0.470586335,R,D
1,-4.236473695,-2.000465966,0.884241277,-0.295893144,0.071481924,R,C
1,-1.173514933,-1.877957614,1.175468478,2.069647972,0.580070842,R,C
1,-4.058340919,-2.478139186,0.611452736,1.457049119,0.525518749,R,D
1,-3.834596387,-3.259500536,0.572234344,-2.085895437,0.443442328,AA,D
0,1.090801113,-1.889562053,0.627255607,-0.41546734,0.183858566,R,D
0,3.409355574,-1.955349078,1.29456873,1.265866529,0.028470676,AA,C
0,7.267362335,-2.13934444,0.612996153,0.326182266,0.330515982,R,C
0,3.053562904,-2.410379093,0.480750658,-2.609051294,0.300184198,AA,D
0,0.620870528,-2.036441268,0.214082182,-1.020562934,0.553785337,R,D
0,4.236252784,-2.809759618,0.786740878,2.006182991,0.088261661,AA,D
0,2.732605989,-2.643837075,0.691900532,-0.423923626,0.272409991,R,C
